Waterbody,Parameter,Impairment Status,Year,Include,Number of Samples,Number of detects,Number of Detects,Number of likely unflagged NDs,% of samples DL > CCC,CCC_e,CMC_e,D_e,min_e,max_e,CCC_ef,CMC_ef,D_ef
Fenwick Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fenwick Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fenwick Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,Arsenic,Remaining impairment,2004,,3,,0,0,0,0,0,0,0,0,0,0,0
Fort Chaplin Tributary,Copper,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,Lead,Not impaired 2014,2004,,3,,0,0,1200,0,0,0,0,0,0,0,0
Fort Chaplin Tributary,Zinc,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,DDD,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,DDE,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,DDT,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,Chlordane,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,Dieldrin,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,Heptachlor epoxide,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,PAH1,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,PAH2,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Chaplin Tributary,PAH3,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,Arsenic,Remaining impairment,2004,,3,,0,0,0,0,0,0,0,0,0,0,0
Fort Davis Tributary,Copper,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,Lead,Not impaired 2014,2004,,3,,0,0,1266.666667,0,0,0,0,0,0,0,0
Fort Davis Tributary,Zinc,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,DDD,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,DDE,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,DDT,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,Chlordane,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,Dieldrin,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,Heptachlor epoxide,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,PAH1,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,PAH2,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Davis Tributary,PAH3,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,Arsenic,Remaining impairment,2004,,3,,0,0,0,0,0,0,0,0,0,0,0
Fort Dupont Tributary,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,Lead,Not impaired 2014,2004,,3,,0,0,900,0,0,0,0,0,0,0,0
Fort Dupont Tributary,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,DDD,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,DDE,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,DDT,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,Chlordane,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,Dieldrin,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,Heptachlor epoxide,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,PAH1,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,PAH2,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Dupont Tributary,PAH3,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,Arsenic,Remaining impairment,2004,,3,,0,0,0,0,0,0,0,0,0,0,0
Fort Stanton Tributary,Copper,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,Lead,Not impaired 2014,2004,,3,,2,0,1233.333333,2,0,0,0,0,0.666666667,0,0
Fort Stanton Tributary,Zinc,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,DDD,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,DDE,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,DDT,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,Chlordane,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,Dieldrin,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,Heptachlor epoxide,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,PAH1,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,PAH2,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Fort Stanton Tributary,PAH3,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,Arsenic,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,Copper,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,Lead,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,Zinc,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,DDD,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,DDE,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,DDT,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,Chlordane,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,Dieldrin,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,Heptachlor epoxide,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,PAH1,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,PAH2,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Foundry Branch,PAH3,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,Arsenic,Not impaired/ Impaired for Class D 2020,2004,,4,,1,0,0,0,0,0,0,0,0,0,0
Hickey Run,Copper,Not impaired/ Impaired for Class D 2020,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,Lead,Not impaired ,2004,,4,,1,0,0,1,0,0,0,0,0.25,0,0
Hickey Run,Zinc,Not impaired/ Impaired for Class D 2020,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,DDE,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,Chlordane,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,Dieldrin,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,PAH1,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,PAH2,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Hickey Run,PAH3,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,Arsenic,Remaining impairment,2004,,6,,0,0,0,0,0,0,0,0,0,0,0
Kingman Lake,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,Lead,Not impaired 2014,2004,,6,,5,2,1066.666667,3,0,0,0,0,0.5,0,0
Kingman Lake,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,DDT,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,Chlordane,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,Dieldrin,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,PAH1,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,PAH2,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Kingman Lake,PAH3,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Lead,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Dieldrin,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,Heptachlor epoxide,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Klingle Valley Run,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,3,,0,0,0,0,0,0,0,0,0,0,0
Luzon Branch,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,Lead,Not impaired ,2004,,3,,0,0,766.6666667,0,0,0,0,0,0,0,0
Luzon Branch,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,Chlordane,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,Dieldrin,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,Heptachlor epoxide,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Luzon Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,4,,0,0,0,0,0,0,0,0,0,0,0
Melvin Hazen Valley Branch,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,Lead,Not impaired ,2004,,4,,1,0,625,1,0,0,0,0,0.25,0,0
Melvin Hazen Valley Branch,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,Dieldrin,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Melvin Hazen Valley Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,Arsenic,Remaining impairment,2004,,4,,0,0,0,0,0,0,0,0,0,0,0
Nash Run,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,Lead,Not impaired 2014,2004,,4,,2,0,625,2,0,0,0,0,0.5,0,0
Nash Run,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,Chlordane,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,Dieldrin,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,Heptachlor epoxide,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,PAH1,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,PAH2,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,PAH3,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Arsenic,Not impaired ,2004,,4,,0,0,0,0,0,0,0,0,0,0,0
Normanstone Creek,Copper,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Lead,Not impaired ,2004,,4,,2,0,600,2,0,0,0,0,0.5,0,0
Normanstone Creek,Zinc,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,DDD,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,DDE,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,DDT,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Chlordane,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Dieldrin,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Heptachlor epoxide,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,PAH1,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,PAH2,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,PAH3,Not impaired 2014,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Arsenic,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,4,,0,0,0,0,0,0,0,0,0,0,0
Oxon Run,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Lead,Not impaired 2014,2004,,4,,0,0,850,0,0,0,0,0,0,0,0
Oxon Run,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,DDD,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,DDE,Not impaired ,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Dieldrin,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,4,,0,0,0,0,0,0,0,0,0,0,0
Pinehurst Branch,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Lead,Not impaired ,2004,,4,,0,0,600,0,0,0,0,0,0,0,0
Pinehurst Branch,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Dieldrin,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Heptachlor epoxide,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Arsenic,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,4,,0,0,0,0,0,0,0,0,0,0,0
Piney Branch,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Lead,Not impaired 2014,2004,,4,,0,0,600,0,0,0,0,0,0,0,0
Piney Branch,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Chlordane,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Dieldrin,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Heptachlor epoxide,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Arsenic,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,4,,0,0,0,0,0,0,0,0,0,0,0
Pope Branch,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Lead,Not impaired 2014,2004,,4,,1,0,575,1,0,0,0,0,0.25,0,0
Pope Branch,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Chlordane,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Dieldrin,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Heptachlor epoxide,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,PAH1,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,PAH2,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,PAH3,Remaining impairment,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,4,,0,0,0,0,0,0,0,0,0,0,0
Portal Branch,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Lead,Not impaired ,2004,,4,,0,0,600,0,0,0,0,0,0,0,0
Portal Branch,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Dieldrin,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Heptachlor epoxide,Revised 2016,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Arsenic,,2004,,11,,1,0,0,0,0,0,0,0,0,0,0
Potomac Lower,Copper,,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Lead,,2004,,11,,0,0,1400,0,0,0,0,0,0,0,0
Potomac Lower,Zinc,,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,DDD,,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,DDE,,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,DDT,,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Chlordane,,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Dieldrin,,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Heptachlor epoxide,,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,PAH1,,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,PAH2,,2004,,0,,0,0,-,0,0,0,0,0,-,-,-
